addresspoid,housenum,geo_housenum,geo_streetname,atomicid,geo_atomicid
5159424,24,24,BROUN PLACE,2046201298,2046201357
5159425,24A,24A,BROUN PLACE,2046201298,2046201357
5159426,24B,24B,BROUN PLACE,2046201298,2046201357
5159427,23,23,BROUN PLACE,2046201298,2046201357
5159428,23A,23A,BROUN PLACE,2046201298,2046201357
5159429,23B,23B,BROUN PLACE,2046201298,2046201357
5159430,22,22,BROUN PLACE,2046201298,2046201357
5159431,22A,22A,BROUN PLACE,2046201298,2046201357
5159432,22B,22B,BROUN PLACE,2046201298,2046201357
5159433,21,21,BROUN PLACE,2046201298,2046201357
5159434,21A,21A,BROUN PLACE,2046201298,2046201357
5159435,21B,21B,BROUN PLACE,2046201298,2046201357
5159437,11,11,BROUN PLACE,2046201298,2046201357
5159438,11A,11A,BROUN PLACE,2046201298,2046201357
5159439,11B,11B,BROUN PLACE,2046201298,2046201357
5159440,12,12,BROUN PLACE,2046201298,2046201357
5159441,12A,12A,BROUN PLACE,2046201298,2046201357
5159442,12B,12B,BROUN PLACE,2046201298,2046201357
5159443,13,13,BROUN PLACE,2046201298,2046201357
5159444,13A,13A,BROUN PLACE,2046201298,2046201357
5159445,13B,13B,BROUN PLACE,2046201298,2046201357
5159446,14,14,BROUN PLACE,2046201298,2046201357
5159447,14A,14A,BROUN PLACE,2046201298,2046201357
5159448,14B,14B,BROUN PLACE,2046201298,2046201357
5159449,15,15,BROUN PLACE,2046201298,2046201357
5159450,15B,15B,BROUN PLACE,2046201298,2046201357
5159451,16,16,BROUN PLACE,2046201298,2046201357
5159452,16A,16A,BROUN PLACE,2046201298,2046201357
5159453,16B,16B,BROUN PLACE,2046201298,2046201357
5159454,17,17,BROUN PLACE,2046201298,2046201357
5159455,17A,17A,BROUN PLACE,2046201298,2046201357
5159456,17B,17B,BROUN PLACE,2046201298,2046201357
5159457,18A,18A,BROUN PLACE,2046201298,2046201357
5159458,18B,18B,BROUN PLACE,2046201298,2046201357
5159459,19,19,BROUN PLACE,2046201298,2046201357
5159460,19B,19B,BROUN PLACE,2046201298,2046201357
5159461,19A,19A,BROUN PLACE,2046201298,2046201357
5159462,20,20,BROUN PLACE,2046201298,2046201357
5159463,20A,20A,BROUN PLACE,2046201298,2046201357
5159464,20B,20B,BROUN PLACE,2046201298,2046201357
5159530,439,439,HILLCREST WALK,4091601271,4091601353
5159531,438,438,HILLCREST WALK,4091601271,4091601353
5159535,4581/2,458 1/2,HILLCREST WALK,4091601271,4091601353
5159590,57,57,OCEANA DRIVE,3061002207,3000000
5159670,488,488,HILLCREST WALK,4091601353,4091601271
5159822,7,7,STATE STREET,1000900204,1000900220
5159975,C,C,ST ANNS AVENUE,2007100105,2000000
5159990,32A,32A,COOPER SQUARE,1005700111,1004200207
5160079,520,520,THROGS NECK EXPRESSWAY,2016000214,2013800147
5160326,68,68,CADMAN PLAZA EAST,3002100403,3000000
5160863,52,52,HILLSIDE AVENUE,4091601111,4091601139
5160882,72,72,HILLSIDE AVENUE,4091601191,4091601187
5160884,74,74,HILLSIDE AVENUE,4091601191,4091601187
5161024,512,512,WEST   23 STREET,1009900244,1009900209
5161345,57-25,57-25,ROCKAWAY BEACH BOULEVARD,4097202225,4097202228
5161516,3-19,3-19,SOUNDVIEW LANE,4093900116,4093900117
5161670,141-44,141-44,9 AVENUE,4094500113,4000000
5161694,3,3,5 AVENUE,4094500102,4000000
5161953,431,431,USS ARIZONA LANE,5001800924,5001800944
5161954,430,430,USS ARIZONA LANE,5001800944,5001800924
5162118,222A,222A,AVENUE C,2011700505,2011700506
5162433,119-04,119-04,82 DRIVE,4077500204,4077500106
5162733,68-19A,68-19A,56 ROAD,4051100101,4000000
5163078,3333,3333,BROADWAY,1022302403,1000000
5163079,238-11,238-11,HILLSIDE AVENUE,4156700194,4000000
5163331,428,428,EAST   25 STREET,1006200107,1006200117
5163641,10A,"",GOVERNORS ISLAND,1000500964,1000500974
5163642,10B,"",GOVERNORS ISLAND,1000500964,1000500974
5163763,65-18,65-18,LONG ISLAND EXPRESSWAY,4051700106,4000000
5163764,65-10,65-10,LONG ISLAND EXPRESSWAY,4051700106,4000000
5163993,610,610,LITTLE BAY ROAD,4099900928,4099900100
5164226,635,635,BAYSIDE AVENUE,4099900941,4000000
5164230,313,313,SERGEANT BEERS AVENUE,4099900939,4099900903
5164474,3285C,3285C,RICHMOND AVENUE,5014607266,5014607269
5164742,460,460,KENT AVENUE,3054700212,3054700211
5164782,1000S,1000S,RICHMOND TERRACE,5009700138,5009700136
5164783,1000L,1000L,RICHMOND TERRACE,5009700138,5009700136
5165124,163-47,163-47,130 AVENUE,4033402152,4033402161
5165125,163-49,163-49,130 AVENUE,4033402152,4033402161
5165271,19,19,WEST  246 STREET,2030900405,2030900409
5165395,1,1,WEST  246 STREET,2030900409,2000000
5165468,210,210,ELLIS STREET,5024800103,5024800214
5165651,98F,98F,DISCALA LANE,5017600442,5017600448
5165653,98G,98G,DISCALA LANE,5017600442,5017600448
5165786,23-B2R,"",JUDGE STREET,3048100301,3000000
5165804,45,45,CADMAN PLAZA EAST,3002100326,3000000
5165814,823,823,1 AVENUE,1009000111,1009000114
5165879,489,489,CLARKSON AVENUE,3080800107,3080800104
5165928,56,56,FOSTER ROAD,5020803300,5020803305
5165931,830,830,WASHINGTON STREET,1007900325,1007900315
5165932,832,832,WASHINGTON STREET,1007900325,1007900315
5165936,820,820,WASHINGTON STREET,1007900325,1007900315
5165937,826,826,WASHINGTON STREET,1007900325,1007900315
5166048,130A,130A,HARBOR LOOP,5031901119,5000000
5166049,130B,130B,HARBOR LOOP,5031901119,5000000
5166091,18GAR,18 GARAGE,DONGAN HILLS AVENUE,5011401228,5011401213
5166123,272,272,RALPH AVENUE,3038100210,3038100222
5166124,258,258,RALPH AVENUE,3038100220,3038100221
5166125,324,324,BAINBRIDGE STREET,3038100220,3038100217
5166242,146-49,146-49,JASMINE AVENUE,4120100108,4120100105
5166355,842,842,CLASON POINT LANE,2004600121,2000000
5166359,834,834,METCALF AVENUE,2004600128,2004600121
5166360,838,838,METCALF AVENUE,2004600128,2004600121
5166361,840,840,METCALF AVENUE,2004600128,2004600121
5166380,768,768,METCALF AVENUE,2002000210,2002000220
5166381,770,770,METCALF AVENUE,2002000210,2002000220
5166382,772,772,METCALF AVENUE,2002000210,2002000220
5166383,774,774,METCALF AVENUE,2002000210,2002000220
5166390,216-02,216-02,99 AVENUE,4054000201,4054000203
5166391,1677,1677,SEWARD AVENUE,2002000211,2002000207
5166418,110-01,110-01,62 DRIVE,4074700108,4074500115
5166419,110-05,110-05,62 DRIVE,4074700108,4074500115
5166483,905GAR,905 GARAGE,TINTON AVENUE,2013300203,2013300204
5166492,155-12,155-12,JEWEL AVENUE,4122702208,4122702235
5166527,8,8,LEWIS AVENUE,3028502103,3028502105
5166530,54,54,MARCUS GARVEY BOULEVARD,3028502120,3028502119
5166615,39-49,39-49,47 STREET,4016900210,4016900212
5166622,1-55,1-55,BORDEN AVENUE,4000100119,4000100226
5166635,88-32,88-32,MOLINE STREET,4162100213,4162100216
5166684,99,99,ALBANY AVENUE,3031100110,3031100104
5166767,47,47,WATER STREET,3002100421,3002100455
5166810,6111,6111,RIVERDALE AVENUE,2031900907,2031900906
5166818,980,980,WESTCHESTER AVENUE,2015900103,2015900104
5167065,59-14,59-14,BEACH CHANNEL DRIVE,4096400145,4097203144
5167099,82-19,82-19,ASTORIA BOULEVARD,4032900129,4032900103
5167233,2-16,2-16,BORDEN AVENUE,4000100203,4000100301
5167237,5-29,5-29,BORDEN AVENUE,4000700404,4000700444
5167238,5-49,5-49,BORDEN AVENUE,4000700404,4000700402
5167239,5-19,5-19,BORDEN AVENUE,4000700404,4000700444
5167240,5-25,5-25,BORDEN AVENUE,4000700404,4000700444
5167243,21-31,21-31,49 AVENUE,4001900104,4001900168
5167244,21-33,21-33,49 AVENUE,4001900104,4001900168
5167245,21-35,21-35,49 AVENUE,4001900104,4001900168
5167248,30-25,30-25,GREENPOINT AVENUE,4019900185,4019900112
5167249,30-27,30-27,GREENPOINT AVENUE,4019900185,4019900112
5167270,7,7,WARDS ISLAND,1024000235,1024000231
5167275,108-10,108-10,NORTH CONDUIT AVENUE,4086400115,4086400113
5167284,139-30,139-30,BELT PARKWAY,4065000212,4000000
5167286,139-32,139-32,BELT PARKWAY,4065000212,4000000
5167334,718,718,103 STREET,4107201111,4000000
5167435,102,102,BAY   32 STREET,4099802317,4000000
5167435,108,108,BAY   32 STREET,4099802317,4000000
5167444,95-15,95-15,BEACH CHANNEL DRIVE,4094201906,4094201372
5167446,97-07,97-07,BEACH CHANNEL DRIVE,4094201140,4094201139
5167487,301,301,BEACH   67 STREET,4095400257,4095400253
5167495,183,183,BEACH   62 STREET,4096400241,4096400157
5167500,185,185,BEACH   62 STREET,4096400241,4096400157
5167533,166,166,SEA GRASS LANE,4096400230,4096400241
5167552,6415,6415,OCEAN AVENUE NORTH,4096400216,4096400231
5167553,6417,6417,OCEAN AVENUE NORTH,4096400216,4096400231
5167558,6511,6511,OCEAN AVENUE NORTH,4096400216,4096400220
5167559,6513,6513,OCEAN AVENUE NORTH,4096400216,4096400220
5167560,6515,6515,OCEAN AVENUE NORTH,4096400216,4096400220
5167562,6516,6516,OCEAN AVENUE NORTH,4096400238,4096400133
5167563,6514,6514,OCEAN AVENUE NORTH,4096400238,4096400133
5167564,6512,6512,OCEAN AVENUE NORTH,4096400238,4096400133
5167621,6213,6213,OCEAN AVENUE SOUTH,4096400247,4096400213
5167647,6527,6527,SEASPRAY AVENUE,4096400215,4096400243
5167648,6525,6525,SEASPRAY AVENUE,4096400215,4096400243
5167700,6425,6425,OCEAN AVENUE SOUTH,4096400215,4096400221
5167701,6402,6402,OCEAN AVENUE SOUTH,4096400231,4096400216
5167702,6404,6404,OCEAN AVENUE SOUTH,4096400231,4096400216
5167703,6406,6406,OCEAN AVENUE SOUTH,4096400231,4096400216
5167740,448,448,BEACH  123 STREET,4093401113,4093402205
5167761,97-01,97-01,SHORE FRONT PARKWAY,4094201152,4094201151
5167771,231,231,HILLSIDE AVENUE,4091601160,4000000
5167772,414,414,BAYSIDE AVENUE,4091601156,4000000
5167774,169-64,169-64,ROCKAWAY POINT BOULEVARD,4091601150,4000000
5167775,169-60,169-60,ROCKAWAY POINT BOULEVARD,4091601150,4000000
5167776,169-44,169-44,ROCKAWAY POINT BOULEVARD,4091601168,4000000
5167777,169-56,169-56,ROCKAWAY POINT BOULEVARD,4091601168,4000000
5167778,169-36,169-36,ROCKAWAY POINT BOULEVARD,4091601168,4000000
5167779,169-40,169-40,ROCKAWAY POINT BOULEVARD,4091601168,4000000
5167780,169-32,169-32,ROCKAWAY POINT BOULEVARD,4091601168,4000000
5167790,149-25,149-25,ROCKAWAY BEACH BOULEVARD,4091800970,4091800939
5167850,41-00,41-00,VERNON BOULEVARD,4003700112,4002500120
5167854,4-01,4-01,44 DRIVE,4000100807,4000100266
5167870,175-04,175-04,CROSS BAY BOULEVARD,4107202943,4107202942
5167952,23,23,VAN NAME AVENUE,5022300114,5022300115
5167999,2701-A1,"",GOETHALS ROAD NORTH,5032300950,5000000
5168000,2701-A2,"",GOETHALS ROAD NORTH,5032300950,5000000
5168001,2701-A3,"",GOETHALS ROAD NORTH,5032300950,5000000
5168002,2701-A4,"",GOETHALS ROAD NORTH,5032300950,5000000
5168003,2701-A5,"",GOETHALS ROAD NORTH,5032300950,5000000
5168004,2701-A6,"",GOETHALS ROAD NORTH,5032300950,5000000
5168005,2701-A7,"",GOETHALS ROAD NORTH,5032300950,5000000
5168006,2701-A8,"",GOETHALS ROAD NORTH,5032300950,5000000
5168007,2701-A9,"",GOETHALS ROAD NORTH,5032300950,5000000
5168008,2701-A10,"",GOETHALS ROAD NORTH,5032300950,5000000
5168009,2701-B1,"",GOETHALS ROAD NORTH,5032300948,5000000
5168010,2701-B2,"",GOETHALS ROAD NORTH,5032300948,5000000
5168011,2701-B4,"",GOETHALS ROAD NORTH,5032300948,5000000
5168012,2701-B5,"",GOETHALS ROAD NORTH,5032300948,5000000
5168013,2701-B3,"",GOETHALS ROAD NORTH,5032300948,5000000
5168014,2701-B6,"",GOETHALS ROAD NORTH,5032300948,5000000
5168015,2701-B7,"",GOETHALS ROAD NORTH,5032300948,5000000
5168016,2701-B8,"",GOETHALS ROAD NORTH,5032300948,5000000
5168017,2701-B9,"",GOETHALS ROAD NORTH,5032300948,5000000
5168018,2701-B10,"",GOETHALS ROAD NORTH,5032300948,5000000
5168019,2701-B11,"",GOETHALS ROAD NORTH,5032300948,5000000
5168020,2701-C1,"",GOETHALS ROAD NORTH,5032300948,5000000
5168021,2701-C3,"",GOETHALS ROAD NORTH,5032300948,5000000
5168022,2701-C4,"",GOETHALS ROAD NORTH,5032300948,5000000
5168023,2701-C5,"",GOETHALS ROAD NORTH,5032300948,5000000
5168024,2701-C2,"",GOETHALS ROAD NORTH,5032300948,5000000
5168025,2701-C6,"",GOETHALS ROAD NORTH,5032300948,5000000
5168026,2701-C7,"",GOETHALS ROAD NORTH,5032300948,5000000
5168027,2701-C8,"",GOETHALS ROAD NORTH,5032300948,5000000
5168028,2701-C9,"",GOETHALS ROAD NORTH,5032300948,5000000
5168029,2701-C10,"",GOETHALS ROAD NORTH,5032300948,5000000
5168030,2701-C11,"",GOETHALS ROAD NORTH,5032300948,5000000
5168032,2701-C12,"",GOETHALS ROAD NORTH,5032300948,5000000
5168033,2701-D1,"",GOETHALS ROAD NORTH,5032300936,5000000
5168034,2701-D2,"",GOETHALS ROAD NORTH,5032300936,5000000
5168035,2701-D3,"",GOETHALS ROAD NORTH,5032300936,5000000
5168036,2701-D4,"",GOETHALS ROAD NORTH,5032300936,5000000
5168037,2701-D5,"",GOETHALS ROAD NORTH,5032300936,5000000
5168040,2701-D6,"",GOETHALS ROAD NORTH,5032300936,5000000
5168041,2701-D7,"",GOETHALS ROAD NORTH,5032300936,5000000
5168042,2701-D8,"",GOETHALS ROAD NORTH,5032300936,5000000
5168043,2701-D9,"",GOETHALS ROAD NORTH,5032300936,5000000
5168044,2701-D10,"",GOETHALS ROAD NORTH,5032300936,5000000
5168045,2701-D11,"",GOETHALS ROAD NORTH,5032300936,5000000
5168046,2701-D12,"",GOETHALS ROAD NORTH,5032300936,5000000
5168047,2701-D13,"",GOETHALS ROAD NORTH,5032300936,5000000
5168048,2701-D14,"",GOETHALS ROAD NORTH,5032300936,5000000
5168049,2701-D15,"",GOETHALS ROAD NORTH,5032300936,5000000
5168050,2701-D16,"",GOETHALS ROAD NORTH,5032300936,5000000
5168051,2701-D17,"",GOETHALS ROAD NORTH,5032300936,5000000
5168052,2701-D18,"",GOETHALS ROAD NORTH,5032300936,5000000
5168053,2701-E1,"",GOETHALS ROAD NORTH,5032300936,5000000
5168054,2701-E2,"",GOETHALS ROAD NORTH,5032300936,5000000
5168056,2701-E3,"",GOETHALS ROAD NORTH,5032300936,5000000
5168057,2701-E4,"",GOETHALS ROAD NORTH,5032300936,5000000
5168058,2701-E5,"",GOETHALS ROAD NORTH,5032300936,5000000
5168059,2701-E6,"",GOETHALS ROAD NORTH,5032300936,5000000
5168060,2701-E7,"",GOETHALS ROAD NORTH,5032300936,5000000
5168061,2701-E8,"",GOETHALS ROAD NORTH,5032300936,5000000
5168062,2701-E9,"",GOETHALS ROAD NORTH,5032300936,5000000
5168063,2701-E10,"",GOETHALS ROAD NORTH,5032300936,5000000
5168064,2701-E11,"",GOETHALS ROAD NORTH,5032300936,5000000
5168065,2701-E12,"",GOETHALS ROAD NORTH,5032300936,5000000
5168066,2701-E13,"",GOETHALS ROAD NORTH,5032300936,5000000
5168067,2701-E14,"",GOETHALS ROAD NORTH,5032300936,5000000
5168068,2701-E15,"",GOETHALS ROAD NORTH,5032300936,5000000
5168069,2701-E16,"",GOETHALS ROAD NORTH,5032300936,5000000
5168071,2701-E17,"",GOETHALS ROAD NORTH,5032300936,5000000
5168072,2701-E18,"",GOETHALS ROAD NORTH,5032300936,5000000
5168073,2701-E19,"",GOETHALS ROAD NORTH,5032300936,5000000
5168074,2701-F1,"",GOETHALS ROAD NORTH,5032300947,5000000
5168075,2701-F2,"",GOETHALS ROAD NORTH,5032300947,5000000
5168076,2701-F3,"",GOETHALS ROAD NORTH,5032300947,5000000
5168077,2701-F5,"",GOETHALS ROAD NORTH,5032300947,5000000
5168078,2701-F6,"",GOETHALS ROAD NORTH,5032300947,5000000
5168079,2701-F4,"",GOETHALS ROAD NORTH,5032300947,5000000
5168081,2701-F7,"",GOETHALS ROAD NORTH,5032300947,5000000
5168082,2701-F8,"",GOETHALS ROAD NORTH,5032300947,5000000
5168083,2701-F9,"",GOETHALS ROAD NORTH,5032300947,5000000
5168084,2701-F10,"",GOETHALS ROAD NORTH,5032300947,5000000
5168085,2701-F11,"",GOETHALS ROAD NORTH,5032300947,5000000
5168086,2701-F12,"",GOETHALS ROAD NORTH,5032300947,5000000
5168087,2701-F13,"",GOETHALS ROAD NORTH,5032300947,5000000
5168089,2701-F14,"",GOETHALS ROAD NORTH,5032300947,5000000
5168090,2701-F15,"",GOETHALS ROAD NORTH,5032300947,5000000
5168091,2701-F16,"",GOETHALS ROAD NORTH,5032300947,5000000
5168092,2701-F17,"",GOETHALS ROAD NORTH,5032300947,5000000
5168093,2701-F18,"",GOETHALS ROAD NORTH,5032300947,5000000
5168095,2701-F19,"",GOETHALS ROAD NORTH,5032300947,5000000
5168096,2701-F20,"",GOETHALS ROAD NORTH,5032300947,5000000
5168097,2701-G1,"",GOETHALS ROAD NORTH,5032300947,5000000
5168099,2701-G2,"",GOETHALS ROAD NORTH,5032300947,5000000
5168100,2701-G3,"",GOETHALS ROAD NORTH,5032300947,5000000
5168102,2701-G4,"",GOETHALS ROAD NORTH,5032300947,5000000
5168103,2701-G5,"",GOETHALS ROAD NORTH,5032300947,5000000
5168104,2701-G6,"",GOETHALS ROAD NORTH,5032300947,5000000
5168105,2701-G7,"",GOETHALS ROAD NORTH,5032300947,5000000
5168106,2701-G8,"",GOETHALS ROAD NORTH,5032300947,5000000
5168107,2701-G9,"",GOETHALS ROAD NORTH,5032300947,5000000
5168108,2701-G10,"",GOETHALS ROAD NORTH,5032300947,5000000
5168109,2701-G11,"",GOETHALS ROAD NORTH,5032300947,5000000
5168110,2701-G12,"",GOETHALS ROAD NORTH,5032300947,5000000
5168111,2701-G13,"",GOETHALS ROAD NORTH,5032300947,5000000
5168112,2701-G14,"",GOETHALS ROAD NORTH,5032300947,5000000
5168113,2701-G15,"",GOETHALS ROAD NORTH,5032300947,5000000
5168114,2701-G16,"",GOETHALS ROAD NORTH,5032300947,5000000
5168115,2701-G17,"",GOETHALS ROAD NORTH,5032300947,5000000
5168116,2701-G18,"",GOETHALS ROAD NORTH,5032300947,5000000
5168117,2701-G19,"",GOETHALS ROAD NORTH,5032300947,5000000
5168118,2701-G20,"",GOETHALS ROAD NORTH,5032300947,5000000
5168119,2701-H1,"",GOETHALS ROAD NORTH,5032300950,5000000
5168120,2701-H2,"",GOETHALS ROAD NORTH,5032300950,5000000
5168121,2701-H3,"",GOETHALS ROAD NORTH,5032300950,5000000
5168122,2701-H4,"",GOETHALS ROAD NORTH,5032300950,5000000
5168123,2701-H5,"",GOETHALS ROAD NORTH,5032300950,5000000
5168124,2701-H6,"",GOETHALS ROAD NORTH,5032300950,5000000
5168125,2701-H7,"",GOETHALS ROAD NORTH,5032300950,5000000
5168126,2701-H8,"",GOETHALS ROAD NORTH,5032300950,5000000
5168127,2701-H9,"",GOETHALS ROAD NORTH,5032300950,5000000
5168128,2701-H10,"",GOETHALS ROAD NORTH,5032300950,5000000
5168129,2701-H11,"",GOETHALS ROAD NORTH,5032300950,5000000
5168130,2701-H12,"",GOETHALS ROAD NORTH,5032300950,5000000
5168131,2701-H13,"",GOETHALS ROAD NORTH,5032300950,5000000
5168132,2701-H14,"",GOETHALS ROAD NORTH,5032300950,5000000
5168133,2701-H15,"",GOETHALS ROAD NORTH,5032300950,5000000
5168134,2701-H16,"",GOETHALS ROAD NORTH,5032300950,5000000
5168135,2701-H17,"",GOETHALS ROAD NORTH,5032300950,5000000
5168136,2701-H18,"",GOETHALS ROAD NORTH,5032300950,5000000
5168155,7,7,VANDERBILT AVENUE,5002700201,5002700204
5168156,9,9,VANDERBILT AVENUE,5002700201,5002700204
5168160,845,845,BAY STREET,5000600138,5000600135
5168161,200,200,RIVER ROAD,5029102943,5029102825
5168165,376,376,TOMPKINS AVENUE,5003600100,5003600120
5168258,266,266,WEST SHORE EXPRESSWAY,5029102947,5000000
5168259,172,172,WEST SHORE EXPRESSWAY,5029102947,5000000
5168260,180,180,WEST SHORE EXPRESSWAY,5029102947,5000000
5168490,2,2,ROBINSON AVENUE,5015603143,5015603172
5168490,4,4,ROBINSON AVENUE,5015603143,5015603172
5168788,2,2,PARK AVENUE,3021100104,3002901226
5168800,2,2,COLUMBIA STREET,3004700130,3004700113
5168801,100,100,COLUMBIA STREET,3004700124,3004700122
5168803,90,90,COLUMBIA STREET,3004700130,3004700117
5168963,5324,5324,1 AVENUE,3001800802,3001800134
5168964,30,30,54 STREET,3001800802,3001800134
5168965,5312,5312,1 AVENUE,3001800802,3001800134
5169234,2065,2065,ORIENTAL BOULEVARD,3061600111,3061600135
5169235,2055,2055,ORIENTAL BOULEVARD,3061600111,3061600135
5169236,2105,2105,ORIENTAL BOULEVARD,3061600111,3061600135
5169237,2101,2101,ORIENTAL BOULEVARD,3061600111,3061600135
5169239,2085,2085,ORIENTAL BOULEVARD,3061600111,3061600135
5169269,2980,2980,WEST   29 STREET,3034200201,3034200203
5169280,1505,1505,BOARDWALK,3035200205,3035200221
5169308,301,301,BOARDWALK,3035200106,3036001103
5169309,173,173,BOARDWALK,3035200106,3035200116
5169320,701,701,BOARDWALK,3061002105,3061002104
5169356,3333A,3333A,BROADWAY,1022302408,1022302403
5169357,3333B,3333B,BROADWAY,1022302407,1022302403
5169358,3333C,3333C,BROADWAY,1022302406,1022302403
5169364,901,901,12 AVENUE,1015100800,1015100900
5169394,544,544,WEST   39 STREET,1011700116,1011700121
5169435,280,280,12 AVENUE,1009900136,1009900134
5169435,298,298,12 AVENUE,1009900136,1009900134
5169524,201,201,MURRAY STREET,1031703925,1031703905
5169541,66,66,FRANKFORT STREET,1001501123,1001501115
5169603,2403,2403,3 AVENUE,2005100927,2005100905
5169675,89,89,EAST   42 STREET,1009200301,1009200314
5169682,1300,1300,WATERS PLACE,2028400976,2028400921
5169683,1310,1310,WATERS PLACE,2028400976,2028400921
5169685,5,5,ELM TREE LANE,2045600133,2045600127
5169805,204,204,ZEREGA AVENUE,2009000209,2009000206
5169848,96,96,SUNSET TRAIL,2011800315,2011800313
5169851,94,94,SUNSET TRAIL,2011800315,2011800313
5169852,1,1,PLAZA PLACE,2011800307,2011800305
5170000,25,25,BRONX SHORE ROAD,1024000173,1024000959
5170010,728A,728A,ROGERS AVENUE,3082200106,3082200103
5170084,200,200,EAST  131 STREET,1024200105,1024200123
5170260,1,1,50 STREET,3001800253,3001800107
5170296,2,2,BAY STREET,5000300128,5000300106
5170344,66-26,66-26,LAUREL HILL BOULEVARD,4024300124,4024300105
5170389,835,835,5 AVENUE,1012200302,1014300108
5170396,1555,1555,1 AVENUE,1013800204,1013800202
5170534,1,1,INTREPID PLAZA,1012900802,1012900905
5170561,1590,1590,PARK AVENUE,1018200311,1018200306
5170563,1580,1580,PARK AVENUE,1018400303,1018400301
5170601,110,110,97 ST TRANSVERSE,1014300178,1014300179
5170602,100,100,97 ST TRANSVERSE,1014300178,1014300179
5170603,45,45,86 ST TRANSVERSE,1014300207,1014300159
5170844,1980,1980,BERGEN AVENUE,3069602169,3069602171
5170868,1270,1270,RYAWA AVENUE,2009300331,2009300324
5170932,39-04,39-04,NORTHERN BOULEVARD,4017100161,4017100171
5171007,787,787,VAN SINDEREN AVENUE,3109800132,3109800121
5171008,789,789,VAN SINDEREN AVENUE,3109800132,3109800121
5171034,61-07,61-07,ELIOT AVENUE,4060100104,4060100103
5171045,129-04,129-04,109 AVENUE,4016400104,4017000203
5171204,96,96,4 AVENUE,1006100108,1006100105
5171224,272,272,BAYCHESTER AVENUE,2046201318,2046201255
5171239,55,55,AMSTERDAM AVENUE,1014500105,1014900212
5171336,218,218,CRESCENT STREET,3117602205,3117602203
5171388,250,250,BAYCHESTER AVENUE,2046201318,2046201255
5171389,260,260,BAYCHESTER AVENUE,2046201318,2046201255
5171390,270,270,BAYCHESTER AVENUE,2046201318,2046201255
5171487,10,10,RIVERSIDE BOULEVARD,1015100107,1015100129
5171540,300,300,VESEY STREET,1031703945,1031703947
5171599,3832,3832,NOSTRAND AVENUE,3059600301,3059600304
5171609,1241,1241,PATCHEN AVENUE,3038500302,3000000
5171610,1242,1242,PATCHEN AVENUE,3038500302,3000000
5171616,34,34,COOPER SQUARE,1005700111,1004200207
5171618,29,29,11 AVENUE,1009900802,1009900937
5171621,1805,1805,FULTON STREET,3038100305,3038100207
5171628,512,512,LENOX AVENUE,1021200203,1021200204
5171655,549,549,12 AVENUE,1012900800,1012900900
5171715,226,226,WEST   61 STREET,1014700101,1014700104
5171768,131,131,RIVERSIDE BOULEVARD,1015500125,1015500115
5171792,1888,1888,PITKIN AVENUE,3090800106,3090800102
5171927,16,16,RICHMAN PLAZA,2005300926,2005300902
5172019,179,179,THROOP AVENUE,3028501105,3028501104
5172061,188,188,SCOTT AVENUE,3044900434,3044900437
5172223,118,118,2 AVENUE,3011900223,3011900239
5172229,96,96,DE SALES PLACE,3040500108,3040500105
5172278,88,88,DE SALES PLACE,3040500108,3040500105
5172289,770,770,EAST  166 STREET,2013500404,2013500402
5172389,26191,26191,86 STREET,3040200206,3000000
5172390,26192,26192,86 STREET,3040200206,3000000
5172400,360,360,GATEWAY DRIVE,3107000232,3107000262
5172447,6404,6404,BEACH FRONT ROAD,4096400245,4096400247
5172449,6402,6402,BEACH FRONT ROAD,4096400245,4096400247
5172521,5036,5036,KINGS PLAZA,3069800120,3000000
5172572,328,328,RIVERSIDE DRIVE,1019100901,1019100501
5172577,350,350,WADSWORTH AVENUE,1027900103,1027900101
5172579,79-40,79-40,WEST DRIVE,1014300185,1014300129
5172634,210,210,BENNETT AVENUE,1028100106,1028100104
5172634,212,212,BENNETT AVENUE,1028100106,1028100104
5172675,1041,1041,AMSTERDAM AVENUE,1019701104,1019701103
5172687,671,671,WEST  193 STREET,1028300107,1028300110
5172777,7111,7111,CRESCENT STREET,3120800209,3000000
5172778,7112,7112,CRESCENT STREET,3120800209,3000000
5172779,7132,7132,CRESCENT STREET,3120800209,3000000
5172830,755,755,LINCOLN AVENUE,3120800221,3120800231
5172830,763,763,LINCOLN AVENUE,3120800221,3120800231
5172882,151,151,97 ST TRANSVERSE,1014300228,1014300223
5172937,46,46,1 AVENUE,1008602409,1008602419
5172938,48,48,1 AVENUE,1008602409,1008602419
5172943,700,700,COLUMBIA STREET,3005300145,3005300126
5173156,2501INTER-B,2501 INTER B,STILLWELL AVENUE,3030800120,3030800112
5173269,450,450,UTICA AVENUE,3088000305,3088000002
5173518,61,61,260 STREET,4157903411,4000000
5173634,20,20,MALIBU COURT,5020803207,5020803211
5173635,18,18,MALIBU COURT,5020803207,5020803211
5173636,14,14,MALIBU COURT,5020803207,5020803211
5173697,133-20,133-20,AVERY AVENUE,4079702202,4079702210
5173698,133-22,133-22,AVERY AVENUE,4079702202,4079702210
5173753,40,40,FOLEY SQUARE,1002900505,1002900506
5173756,31-01,31-01,20 AVENUE,4010701115,4010701114
5173844,142,142,WEST   57 STREET,1013700201,1013700206
5173891,1,1,DEKALB AVENUE,3001500112,3001500114
5173954,103,103,WARREN STREET,1002100201,1002100229
