addresspoid,housenum,geo_housenum,geo_streetname,atomicid,geo_atomicid
335967,208A,208A,BAY   32 STREET,4099200123,4000000
335968,214,214,BAY   32 STREET,4099200123,4000000
335969,212,212,BAY   32 STREET,4099200123,4000000
335970,210,210,BAY   32 STREET,4099200123,4000000
335973,206A,206A,BAY   32 STREET,4099200123,4000000
335996,172,172,BAY   32 STREET,4099802309,4000000
336270,6,6,BAY   32 STREET,4099802305,4000000
336271,10,10,BAY   32 STREET,4099802305,4000000
336272,12,12,BAY   32 STREET,4099802305,4000000
336929,57-17,57-17,ROCKAWAY BEACH BOULEVARD,4097202228,4097202225
337019,333,333,BAY   32 STREET,4099200127,4000000
338867,2,2,BEACH   85 STREET,4094202363,4094202367
338868,2A,2A,BEACH   85 STREET,4094202363,4094202367
338899,1A,1A,BEACH   85 STREET,4094202367,4094202363
338899,1B,1B,BEACH   85 STREET,4094202367,4094202363
338902,4,4,BEACH   84 STREET,4094202307,4094202801
338957,318,318,BEACH   85 STREET,4094202323,4094202302
339929,115-18,115-18,BEACH CHANNEL DRIVE,4093800226,4093800214
343819,3551/2,355 1/2,ROXBURY AVENUE,4091601104,4091601103
344107,12,12,BAYVIEW WALK,4091601350,4091601303
344270,669,669,HIGHLAND PLACE,4091601177,4091601181
344393,204-17,204-17,BAYSIDE AVENUE,4091601151,4000000
344423,668,668,HIGHLAND PLACE,4091601177,4091601181
344425,670,670,HIGHLAND PLACE,4091601177,4091601181
344467,204-13,204-13,BAYSIDE AVENUE,4091601151,4000000
344496,204-15,204-15,BAYSIDE AVENUE,4091601151,4000000
344604,27,27,NEWPORT WALK,4091601287,4091601288
344620,681,681,HIGHLAND PLACE,4091601247,4091601246
344926,23,23,PELHAM WALK,4091601283,4091601284
345267,122,122,OCEANSIDE AVENUE,4091601373,4091601374
345503,33,33,POINT BREEZE AVENUE,4091601271,4091601320
345664,13,13,BEACH  212 STREET,4091601271,4091601353
345670,9,9,BEACH  212 STREET,4091601271,4091601353
345820,479,479,HILLCREST WALK,4091601353,4091601271
345839,461,461,HILLCREST WALK,4091601353,4091601271
345846,413,413,HILLCREST WALK,4091601353,4091601271
345859,682,682,HIGHLAND PLACE,4091601247,4091601246
345901,442,442,HILLCREST WALK,4091601271,4091601353
345905,684,684,HIGHLAND PLACE,4091601247,4091601246
345906,443,443,HILLCREST WALK,4091601271,4091601353
345910,683,683,HIGHLAND PLACE,4091601247,4091601246
351537,131-48,131-48,BELT PARKWAY,4061800101,4000000
351538,131-50,131-50,BELT PARKWAY,4061800101,4000000
351539,131-52,131-52,BELT PARKWAY,4061800101,4000000
351540,131-54,131-54,BELT PARKWAY,4061800101,4000000
351541,131-56,131-56,BELT PARKWAY,4061800101,4000000
351542,131-58,131-58,BELT PARKWAY,4061800101,4000000
351543,131-60,131-60,BELT PARKWAY,4061800101,4000000
351544,131-62,131-62,BELT PARKWAY,4061800101,4000000
351663,117-12,117-12,MYRTLE AVENUE,4013200206,4013200201
353055,86-01A,86-01A,ROCKAWAY BEACH BOULEVARD,4094203203,4094203207
353975,8,8,BAY   32 STREET,4099802305,4000000
355334,58-24,58-24,99 STREET,4045500108,4045500107
355881,4,4,BAY   32 STREET,4099802305,4000000
357386,67-22A,67-22A,MAIN STREET,4080900609,4080900506
357539,107-60,107-60,71 AVENUE,4071100101,4000000
357745,44-29,44-29,9 STREET,4001900407,4001900408
357983,20,20,CENTER DRIVE,4148300415,4000000
358136,39-12,39-12,111 STREET,4040100202,4040100203
359673,107-53A,107-53A,77 STREET,4004401208,4004401214
1000008,920,920,CRAIG ROAD SOUTH,1000500903,1000000
1000097,298,298,BARRY ROAD,1000500961,1000500950
1000107,10A,10A,BARRY ROAD,1000500964,1000000
1000108,10B,10B,BARRY ROAD,1000500964,1000000
1000168,2,2,NEW YORK PLAZA,1000900113,1000900214
1000185,2,2,WATER STREET,1000900203,1000900217
1000185,4,4,WATER STREET,1000900203,1000900217
1000187,3,3,NEW YORK PLAZA,1000900203,1000900217
1000198,1,1,STATE STREET,1000900204,1000900220
1000542,110,110,WALL STREET,1000700105,1000700108
1000564,120,120,WALL STREET,1000700105,1000700108
1000720,60,60,JOE DIMAGGIO HIGHWAY,1001300313,1001300318
1001173,267,267,PEARL STREET,1001501121,1001501114
1001173,285,285,PEARL STREET,1001501121,1001501114
1001515,258,258,BROADWAY,1002100105,1003100213
1001518,256,256,BROADWAY,1002100105,1003100213
1002076,205,205,WORTH STREET,1002900208,1002900202
1002933,336A,336A,CANAL STREET,1003300101,1000000
1004967,154,154,BROOME STREET,1001402205,1001402208
1004969,156,156,BROOME STREET,1001402205,1001402208
1007269,120,120,EAST    1 STREET,1003002205,1003002207
1007271,114,114,EAST    1 STREET,1003002205,1003002207
1007272,110,110,EAST    1 STREET,1003002205,1003002207
1007273,108,108,EAST    1 STREET,1003002205,1003002207
1007774,49,49,1 AVENUE,1003602105,1003800203
1009844,188,188,AVENUE OF THE AMERICAS,1004900203,1003700133
1009845,190,190,AVENUE OF THE AMERICAS,1004900203,1003700133
1009846,192,192,AVENUE OF THE AMERICAS,1004900203,1003700133
1009847,196,196,AVENUE OF THE AMERICAS,1004900203,1003700133
1009848,198,198,AVENUE OF THE AMERICAS,1004900203,1003700133
1009849,200,200,AVENUE OF THE AMERICAS,1004900203,1003700133
1009850,202,202,AVENUE OF THE AMERICAS,1004900203,1003700133
1009850,204,204,AVENUE OF THE AMERICAS,1004900203,1003700133
1011097,32,32,COOPER SQUARE,1005700111,1004200207
1011098,36,36,COOPER SQUARE,1005700111,1004200207
1011099,38,38,COOPER SQUARE,1005700111,1004200207
1011102,30,30,COOPER SQUARE,1005700111,1004200207
1012312,68A,68A,MORTON STREET,1006700410,1000000
1014307,585,585,HUDSON STREET,1007900005,1007700002
1014307,595,595,HUDSON STREET,1007900005,1007700002
1015029,505,505,JOE DIMAGGIO HIGHWAY,1007900306,1000000
1015296,324,324,12 AVENUE,1009900135,1009900149
1015296,338,338,12 AVENUE,1009900135,1009900149
1016020,470,470,WEST   23 STREET,1009300304,1009300301
1016106,425,425,WEST   25 STREET,1009300404,1009300403
1016316,357,357,WEST   14 STREET,1008300205,1008300203
1016849,421,421,8 AVENUE,1010300102,1010300104
1024377,991,991,8 AVENUE,1014500201,1014500204
1025186,510,510,WEST   42 STREET,1011700101,1011700102
1025512,555,555,WEST   57 STREET,1013500101,1013500103
1027072,216,216,WEST   63 STREET,1015100206,1015100210
1027073,217,217,WEST   62 STREET,1015100206,1015100210
1027077,228,228,WEST   63 STREET,1015100203,1015100210
1027078,229,229,WEST   62 STREET,1015100203,1015100210
1027079,242,242,WEST   63 STREET,1015100210,1015100209
1027080,241,241,WEST   62 STREET,1015100210,1015100209
1027081,242,242,WEST   62 STREET,1015100212,1015100204
1027127,160,160,WEST END AVENUE,1015500104,1015500108
1027133,170,170,WEST END AVENUE,1015500104,1015500102
1031100,500,500,PARK AVENUE TOWER,1011202101,1011401104
1032177,8891/2,889 1/2,1 AVENUE,1009800202,1000000
1033058,833,833,5 AVENUE,1012200302,1014300108
1037835,1381,1381,LEXINGTON AVENUE,1015801202,1014802101
1038596,310,310,EAST   80 STREET,1013800203,1013800205
1043707,62,62,WEST  134 STREET,1021200308,1021200307
1044386,2171,2171,MADISON AVENUE,1021000131,1021000122
1044942,205,205,EAST  122 STREET,1019400403,1019400401
1046668,1025,1025,AMSTERDAM AVENUE,1019701104,1019701103
1046963,2712,2712,BROADWAY,1019100302,1019100203
1054623,2301,2301,AMSTERDAM AVENUE,1031100207,1031100178
1054625,2929,2929,8 AVENUE,1024302142,1024302141
1054626,2949,2949,8 AVENUE,1024302157,1024302142
1054648,922,922,ST NICHOLAS AVENUE,1023900104,1023900103
1055778,809,809,RIVERSIDE DRIVE,1024100305,1024100307
1055780,811,811,RIVERSIDE DRIVE,1024100305,1024100307
1056403,1370,1370,ST NICHOLAS AVENUE,1026100123,1026100124
1057245,4,4,SHERMAN AVENUE,1028500303,1028700303
1057678,731,731,WEST  183 STREET,1027300201,1027300204
1059016,530,530,WEST   57 STREET,1013500105,1013500104
1059019,533,533,WEST   56 STREET,1013500105,1013500104
1059020,531,531,WEST   56 STREET,1013500105,1013500104
1059187,2181,2181,MADISON AVENUE,1021000131,1021000122
1059911,960,960,LEXINGTON AVENUE,1012800305,1012000406
1059995,532,532,MAIN STREET,1023801963,1023801962
1059997,548,548,MAIN STREET,1023801943,1023801962
1061194,486,486,LENOX AVENUE,1021200307,1021200308
1061195,484,484,LENOX AVENUE,1021200307,1021200308
1062328,718,718,EAST   11 STREET,1002800105,1002800109
1062960,336B,336B,CANAL STREET,1003300101,1000000
1063455,186,186,WEST   80 STREET,1016500202,1016500203
1063760,376,376,MADISON STREET,1000202319,1000202314
1063761,384,384,MADISON STREET,1000202319,1000202314
1064675,12C,12C,BARRY ROAD,1000500969,1000000
1064681,12D,"",GOVERNORS ISLAND,1000500969,1000500974
1064736,112A,"",GOVERNORS ISLAND,1000500960,1000500974
1064745,112B,"",GOVERNORS ISLAND,1000500960,1000500974
2002389,D,D,ST ANNS AVENUE,2007100103,2000000
2002391,D,D,ST ANNS AVENUE,2007100103,2000000
2002393,D,D,ST ANNS AVENUE,2007100103,2000000
2002395,D,D,ST ANNS AVENUE,2007100103,2000000
2002399,C,C,ST ANNS AVENUE,2007100105,2000000
2002402,C,C,ST ANNS AVENUE,2007100105,2000000
2002537,513,513,EAST  161 STREET,2014100309,2014100110
2004586,650,650,GRAND CONCOURSE,2006100110,2006100154
2007855,628,628,EAST  169 STREET,2014900402,2014900401
2007859,630,630,EAST  169 STREET,2014900402,2014900401
2009030,771,771,EAST  168 STREET,2015100506,2015100501
2009030,773,773,EAST  168 STREET,2015100506,2015100501
2009733,600,600,PROSPECT AVENUE,2008300304,2008300303
2010510,959,959,WESTCHESTER AVENUE,2012901108,2012901102
2013045,200,200,FOOD CENTER DRIVE,2011700550,2011700534
2013046,240,240,FOOD CENTER DRIVE,2011700550,2011700534
2013257,367,367,HUNTS POINT AVENUE,2009300222,2009300146
2013312,1365,1365,RYAWA AVENUE,2009300324,2009300331
2015136,3,3,WEST  170 STREET,2021900105,2021900114
2017527,1325,1325,BOSTON ROAD,2015100503,2015100502
2020005,1819C,1819C,WEST FARMS ROAD,2016100105,2016100106
2022971,1022,1022,OLD KINGSBRIDGE ROAD,2039300305,2039300303
2022972,1024,1024,OLD KINGSBRIDGE ROAD,2039300305,2039300303
2022973,1028,1028,OLD KINGSBRIDGE ROAD,2039300305,2039300303
2022985,1026,1026,OLD KINGSBRIDGE ROAD,2039300305,2039300303
2023107,2404,2404,CROTONA AVENUE,2039300101,2039300105
2023108,733,733,EAST  187 STREET,2039300101,2039300105
2023108,735,735,EAST  187 STREET,2039300101,2039300105
2023109,7351/2,735 1/2,EAST  187 STREET,2039300101,2000000
2023110,2412,2412,CROTONA AVENUE,2039300101,2039300105
2023111,2416,2416,CROTONA AVENUE,2039300101,2039300105
2023113,2431,2431,PROSPECT AVENUE,2039300101,2039300105
2023114,2429,2429,PROSPECT AVENUE,2039300101,2039300105
2023115,2427,2427,PROSPECT AVENUE,2039300101,2039300105
2023116,2423,2423,PROSPECT AVENUE,2039300101,2039300105
2023117,2421,2421,PROSPECT AVENUE,2039300101,2039300105
2023118,2415,2415,PROSPECT AVENUE,2039300101,2039300105
2023119,2411,2411,PROSPECT AVENUE,2039300101,2039300105
2023120,749,749,EAST  187 STREET,2039300101,2039300105
2023122,2409,2409,PROSPECT AVENUE,2039300101,2039300105
2023123,747,747,EAST  187 STREET,2039300101,2039300105
2023124,745,745,EAST  187 STREET,2039300101,2039300105
2023125,743,743,EAST  187 STREET,2039300101,2039300105
2023126,737,737,EAST  187 STREET,2039300101,2039300105
2023127,2425,2425,PROSPECT AVENUE,2039300101,2039300105
2023467,751,751,EAST  187 STREET,2039300101,2039300105
2023468,2400,2400,PROSPECT AVENUE,2039300101,2039300105
2023470,2405,2405,SOUTHERN BOULEVARD,2039300101,2039300105
2023471,2422,2422,PROSPECT AVENUE,2039300101,2039300105
2023472,2438,2438,PROSPECT AVENUE,2039300101,2039300105
2023473,2440,2440,PROSPECT AVENUE,2039300101,2039300105
2023474,2444,2444,PROSPECT AVENUE,2039300101,2039300105
2023475,2446,2446,PROSPECT AVENUE,2039300101,2039300105
2023476,2448,2448,PROSPECT AVENUE,2039300101,2039300105
2023477,2475,2475,SOUTHERN BOULEVARD,2039300101,2039300105
2023478,2480,2480,CROTONA AVENUE,2039300101,2039300105
2023478,2488,2488,CROTONA AVENUE,2039300101,2039300105
2023479,2500,2500,CROTONA AVENUE,2039300101,2039300105
2023481,2505,2505,SOUTHERN BOULEVARD,2039300101,2039300105
2023482,2449,2449,SOUTHERN BOULEVARD,2039300101,2039300105
2023483,2447,2447,SOUTHERN BOULEVARD,2039300101,2039300105
2023484,2445,2445,SOUTHERN BOULEVARD,2039300101,2039300105
2023485,2443,2443,SOUTHERN BOULEVARD,2039300101,2039300105
2023486,2441,2441,SOUTHERN BOULEVARD,2039300101,2039300105
2023487,2439,2439,SOUTHERN BOULEVARD,2039300101,2039300105
2023488,2437,2437,SOUTHERN BOULEVARD,2039300101,2039300105
2023489,2435,2435,SOUTHERN BOULEVARD,2039300101,2039300105
2023490,2431,2431,SOUTHERN BOULEVARD,2039300101,2039300105
2023491,2429,2429,SOUTHERN BOULEVARD,2039300101,2039300105
2023492,2427,2427,SOUTHERN BOULEVARD,2039300101,2039300105
2023493,2425,2425,SOUTHERN BOULEVARD,2039300101,2039300105
2023494,2423,2423,SOUTHERN BOULEVARD,2039300101,2039300105
2023495,2421,2421,SOUTHERN BOULEVARD,2039300101,2039300105
2023496,2419,2419,SOUTHERN BOULEVARD,2039300101,2039300105
2023497,2417,2417,SOUTHERN BOULEVARD,2039300101,2039300105
2023498,2442,2442,PROSPECT AVENUE,2039300101,2039300105
2023499,2433,2433,SOUTHERN BOULEVARD,2039300101,2039300105
2024038,333,333,EAST  181 STREET,2037900301,2037900303
2026375,135,135,WEST  180 STREET,2024900101,2024900102
2026378,161,161,WEST  180 STREET,2024900101,2024900102
2027071,20,20,RISSE STREET,2040900110,2000000
2027072,40,40,RISSE STREET,2040900109,2000000
2032948,1899,1899,HARDING PARK,2000200216,2000000
2036329,711,711,WHITE PLAINS ROAD,2001600126,2001600128
2038383,1715,1715,BRUCKNER BOULEVARD,2004400413,2004400407
2038384,1725,1725,BRUCKNER BOULEVARD,2004400413,2004400407
2040409,1291,1291,STRATFORD AVENUE,2005400101,2005600202
2041100,118,118,HUGH J GRANT CIRCLE,2007200104,2007200105
2044186,1781,1781,MERRILL STREET,2021800304,2021800303
2044823,1585,1585,UNIONPORT ROAD,2021602217,2021602213
2044949,1950,1950,EAST TREMONT AVENUE,2021001153,2021001186
2045121,2265,2265,WESTCHESTER AVENUE,2020601112,2020601116
2045750,32,32,WESTCHESTER SQUARE,2020000125,2020000118
2045751,34,34,WESTCHESTER SQUARE,2020000125,2020000118
2046572,1737,1737,EAST TREMONT AVENUE,2024000203,2024000206
2052779,2000,2000,BRONX PARK EAST,2023000218,2000000
2052781,2010,2010,BRONX PARK EAST,2023000218,2000000
2052783,2020,2020,BRONX PARK EAST,2023000218,2000000
2052801,1970,1970,CRUGER AVENUE,2023000221,2023000220
2052805,1961A,1961A,HUNT AVENUE,2023000224,2000000
2052806,1961B,1961B,HUNT AVENUE,2023000224,2000000
2054625,2134,2134,BARNES AVENUE,2022800102,2022800103
2056586,2441A,2441A,BOSTON ROAD,2033000201,2000000
2056822,2528,2528,BOSTON ROAD,2032800106,2033000102
2057183,2525,2525,WILLIAMSBRIDGE ROAD,2032400105,2032400101
2057817,29,29,GABRIEL DRIVE,2031800210,2031800211
2067537,3460,3460,BOSTON ROAD,2035800308,2036400101
2070478,3900,3900,WHITE PLAINS ROAD,2039600403,2039600401
2073568,1,1,NEEDHAM AVENUE,2046000102,2000000
2074286,3619,3619,ROMBOUTS AVENUE,2048400115,2048400104
2077843,4377,4377,BULLARD AVENUE,2041800101,2041800113
2077844,4381,4381,BULLARD AVENUE,2041800101,2041800113
2079426,600,600,EAST  241 STREET,2041400316,2041400306
2079426,610,610,EAST  241 STREET,2041400316,2041400306
2079427,614,614,EAST  241 STREET,2041400316,2041400306
2079429,616,616,EAST  241 STREET,2041400316,2041400306
2080257,617,617,EAST  241 STREET,2041400309,2041400314
2080258,609,609,EAST  241 STREET,2041400309,2041400314
2080259,607,607,EAST  241 STREET,2041400309,2041400314
2081211,620,620,BAYCHESTER AVENUE,2046201327,2046201326
2081314,177,177,DREISER LOOP,2046201199,2046201173
2087382,293,293,THROGS NECK EXPRESSWAY,2013000104,2000000
2087383,291,291,THROGS NECK EXPRESSWAY,2013000104,2000000
2087384,289,289,THROGS NECK EXPRESSWAY,2013000104,2000000
2087385,287,287,THROGS NECK EXPRESSWAY,2013000104,2000000
2087386,285,285,THROGS NECK EXPRESSWAY,2013000104,2000000
2087387,283,283,THROGS NECK EXPRESSWAY,2013000104,2000000
2087388,281,281,THROGS NECK EXPRESSWAY,2013000104,2000000
2087389,279,279,THROGS NECK EXPRESSWAY,2013000104,2000000
2087390,277,277,THROGS NECK EXPRESSWAY,2013000104,2000000
2087391,275,275,THROGS NECK EXPRESSWAY,2013000104,2000000
2087392,273,273,THROGS NECK EXPRESSWAY,2013000104,2000000
2087393,271,271,THROGS NECK EXPRESSWAY,2013000104,2000000
2087394,269,269,THROGS NECK EXPRESSWAY,2013000104,2000000
2087395,265,265,THROGS NECK EXPRESSWAY,2013000104,2000000
2087396,263,263,THROGS NECK EXPRESSWAY,2013000104,2000000
2087397,261,261,THROGS NECK EXPRESSWAY,2013000104,2000000
2087398,259,259,THROGS NECK EXPRESSWAY,2013000104,2000000
2087399,257,257,THROGS NECK EXPRESSWAY,2013000104,2000000
2087400,253,253,THROGS NECK EXPRESSWAY,2013000104,2000000
2087401,251,251,THROGS NECK EXPRESSWAY,2013000104,2000000
2087402,245,245,THROGS NECK EXPRESSWAY,2013000104,2000000
2087403,243,243,THROGS NECK EXPRESSWAY,2013000104,2000000
2087404,241,241,THROGS NECK EXPRESSWAY,2013000104,2000000
2087405,239,239,THROGS NECK EXPRESSWAY,2013000104,2000000
2087406,237B,237B,THROGS NECK EXPRESSWAY,2013000104,2000000
2087407,237A,237A,THROGS NECK EXPRESSWAY,2013000104,2000000
2087450,223,223,THROGS NECK EXPRESSWAY,2011800505,2000000
2087451,217,217,THROGS NECK EXPRESSWAY,2011800505,2000000
2087452,215,215,THROGS NECK EXPRESSWAY,2011800505,2000000
2087453,213,213,THROGS NECK EXPRESSWAY,2011800505,2000000
2087474,199,199,THROGS NECK EXPRESSWAY,2011800506,2000000
2087475,197,197,THROGS NECK EXPRESSWAY,2011800506,2000000
2087476,195,195,THROGS NECK EXPRESSWAY,2011800506,2000000
2087477,193,193,THROGS NECK EXPRESSWAY,2011800506,2000000
2087478,189,189,THROGS NECK EXPRESSWAY,2011800506,2000000
2087479,187,187,THROGS NECK EXPRESSWAY,2011800506,2000000
2087480,185,185,THROGS NECK EXPRESSWAY,2011800506,2000000
2087498,227,227,THROGS NECK EXPRESSWAY,2011800505,2000000
2087500,225,225,THROGS NECK EXPRESSWAY,2011800505,2000000
2087610,92,92,SUNSET TRAIL,2011800315,2011800313
2087639,1,1,THROGS NECK EXPRESSWAY,2011800312,2000000
2087640,3,3,THROGS NECK EXPRESSWAY,2011800312,2000000
2087641,5,5,THROGS NECK EXPRESSWAY,2011800312,2000000
2087642,7,7,THROGS NECK EXPRESSWAY,2011800312,2000000
2087643,9,9,THROGS NECK EXPRESSWAY,2011800312,2000000
2087644,11,11,THROGS NECK EXPRESSWAY,2011800312,2000000
2087645,13,13,THROGS NECK EXPRESSWAY,2011800312,2000000
2087646,15,15,THROGS NECK EXPRESSWAY,2011800312,2000000
2087647,17,17,THROGS NECK EXPRESSWAY,2011800312,2000000
2087648,19,19,THROGS NECK EXPRESSWAY,2011800312,2000000
2087649,21,21,THROGS NECK EXPRESSWAY,2011800312,2000000
2087650,23,23,THROGS NECK EXPRESSWAY,2011800312,2000000
2087651,25,25,THROGS NECK EXPRESSWAY,2011800312,2000000
2087652,27,27,THROGS NECK EXPRESSWAY,2011800312,2000000
2087653,29,29,THROGS NECK EXPRESSWAY,2011800312,2000000
2088669,552,552,THROGS NECK EXPRESSWAY,2016000214,2000000
2088671,554,554,THROGS NECK EXPRESSWAY,2016000214,2000000
2088673,556,556,THROGS NECK EXPRESSWAY,2016000214,2000000
2088675,558,558,THROGS NECK EXPRESSWAY,2016000214,2000000
2088775,234,234,THROGS NECK EXPRESSWAY,2013000102,2000000
2088776,236,236,THROGS NECK EXPRESSWAY,2013000102,2000000
2088777,238B,238B,THROGS NECK EXPRESSWAY,2013000102,2000000
2088778,240,240,THROGS NECK EXPRESSWAY,2013000102,2000000
2088779,242,242,THROGS NECK EXPRESSWAY,2013000102,2000000
2088780,244,244,THROGS NECK EXPRESSWAY,2013000102,2000000
2088781,246,246,THROGS NECK EXPRESSWAY,2013000102,2000000
2088782,248,248,THROGS NECK EXPRESSWAY,2013000102,2000000
2088783,250,250,THROGS NECK EXPRESSWAY,2013000102,2000000
2088784,252,252,THROGS NECK EXPRESSWAY,2013000102,2000000
2088785,254,254,THROGS NECK EXPRESSWAY,2013000102,2000000
2088786,256,256,THROGS NECK EXPRESSWAY,2013000102,2000000
2088787,258,258,THROGS NECK EXPRESSWAY,2013000102,2000000
2088788,260,260,THROGS NECK EXPRESSWAY,2013000102,2000000
2088789,262,262,THROGS NECK EXPRESSWAY,2013000102,2000000
2088790,264,264,THROGS NECK EXPRESSWAY,2013000102,2000000
2088791,266,266,THROGS NECK EXPRESSWAY,2013000102,2000000
2088792,268,268,THROGS NECK EXPRESSWAY,2013000102,2000000
2088793,270,270,THROGS NECK EXPRESSWAY,2013000102,2000000
2088794,272,272,THROGS NECK EXPRESSWAY,2013000102,2000000
2088795,274,274,THROGS NECK EXPRESSWAY,2013000102,2000000
2088796,276,276,THROGS NECK EXPRESSWAY,2013000102,2000000
2088801,238,238,THROGS NECK EXPRESSWAY,2013000102,2000000
2088802,238A,238A,THROGS NECK EXPRESSWAY,2013000102,2000000
2088841,222,222,THROGS NECK EXPRESSWAY,2011800504,2000000
2088842,220,220,THROGS NECK EXPRESSWAY,2011800504,2000000
2088843,218,218,THROGS NECK EXPRESSWAY,2011800504,2000000
2088868,182,182,THROGS NECK EXPRESSWAY,2011800504,2000000
2088870,184,184,THROGS NECK EXPRESSWAY,2011800504,2000000
2088871,194,194,THROGS NECK EXPRESSWAY,2011800504,2000000
2088872,196,196,THROGS NECK EXPRESSWAY,2011800504,2000000
2088873,200,200,THROGS NECK EXPRESSWAY,2011800504,2000000
2088874,202,202,THROGS NECK EXPRESSWAY,2011800504,2000000
2088875,204,204,THROGS NECK EXPRESSWAY,2011800504,2000000
2088876,206,206,THROGS NECK EXPRESSWAY,2011800504,2000000
2088877,208,208,THROGS NECK EXPRESSWAY,2011800504,2000000
2088878,210,210,THROGS NECK EXPRESSWAY,2011800504,2000000
2088879,212,212,THROGS NECK EXPRESSWAY,2011800504,2000000
2088880,214,214,THROGS NECK EXPRESSWAY,2011800504,2000000
2088881,216,216,THROGS NECK EXPRESSWAY,2011800504,2000000
2088969,140,140,THROGS NECK EXPRESSWAY,2011800403,2000000
2088975,2,2,THROGS NECK EXPRESSWAY,2011800311,2000000
2088976,4,4,THROGS NECK EXPRESSWAY,2011800311,2000000
2088977,6,6,THROGS NECK EXPRESSWAY,2011800311,2000000
2088978,8,8,THROGS NECK EXPRESSWAY,2011800311,2000000
2088979,10,10,THROGS NECK EXPRESSWAY,2011800311,2000000
2088980,12,12,THROGS NECK EXPRESSWAY,2011800311,2000000
2088981,14,14,THROGS NECK EXPRESSWAY,2011800311,2000000
2088982,16,16,THROGS NECK EXPRESSWAY,2011800311,2000000
2088983,18,18,THROGS NECK EXPRESSWAY,2011800311,2000000
2088984,22,22,THROGS NECK EXPRESSWAY,2011800311,2000000
2088985,26,26,THROGS NECK EXPRESSWAY,2011800311,2000000
2088986,28,28,THROGS NECK EXPRESSWAY,2011800311,2000000
2088992,30,30,THROGS NECK EXPRESSWAY,2011800311,2000000
2089363,147D,147D,EDGEWATER PARK,2013800144,2013800131
2089742,81C,81C,EDGEWATER PARK,2013800122,2013800103
2089810,83C,83C,EDGEWATER PARK,2013800122,2013800103
2089845,71C,71C,EDGEWATER PARK,2013800122,2013800103
2089846,73C,73C,EDGEWATER PARK,2013800122,2013800103
2089847,75C,75C,EDGEWATER PARK,2013800122,2013800103
2089848,77C,77C,EDGEWATER PARK,2013800122,2013800103
2089851,79C,79C,EDGEWATER PARK,2013800122,2013800103
2094838,22,22,DEEP WATER WAY,2051600218,2051600204
2094838,26,26,DEEP WATER WAY,2051600218,2051600204
2095597,4325,4325,BOSTON ROAD,2045600233,2045600231
2095806,609,609,KAPPOCK STREET,2029302205,2029302209
2097433,5000,5000,WEST  250 STREET,2035100105,2033500105
2098303,6024,6024,HUXLEY AVENUE,2034300115,2034300111
2098857,595A5,"",WEST  239 STREET,2030701202,2000000
2098858,595B6,"",WEST  239 STREET,2030701202,2000000
2098859,595B5,"",WEST  239 STREET,2030701202,2000000
2098860,595B4,"",WEST  239 STREET,2030701202,2000000
2098861,595A4,"",WEST  239 STREET,2030701202,2000000
2098862,595A3,"",WEST  239 STREET,2030701202,2000000
2098863,595A2,"",WEST  239 STREET,2030701202,2000000
2098864,595A1,"",WEST  239 STREET,2030701202,2000000
2098865,595B1,"",WEST  239 STREET,2030701202,2000000
2098866,595B2,"",WEST  239 STREET,2030701202,2000000
2098867,595B3,"",WEST  239 STREET,2030701202,2000000
2098868,595A6,"",WEST  239 STREET,2030701202,2000000
2098879,4525,4525,HENRY HUDSON PARKWAY,2030701203,2030701202
2098913,4690,4690,INDEPENDENCE AVENUE,2030701108,2030701114
2098919,4655,4655,ARLINGTON AVENUE,2030701108,2030701113
2098972,680-19,680-19,WEST  246 STREET,2030900405,2030900409
2099097,5961,5961,PALISADE AVENUE,2030900902,2030900904
2099109,665,665,WEST  252 STREET,2030900105,2030900401
2099109,675,675,WEST  252 STREET,2030900105,2030900401
2099284,5655,5655,ARLINGTON AVENUE,2032300113,2032300109
2099518,112,112,HUGH J GRANT CIRCLE,2007200104,2007200105
2100164,974,974,INTERVALE AVENUE,2012901102,2012901108
2101848,140,140,DEBS PLACE,2046201321,2046201284
2102260,5,5,WEST  170 STREET,2021900105,2021900114
2102508,1374,1374,EAST GUN HILL ROAD,2035000107,2035000110
2103717,2420,2420,PROSPECT AVENUE,2039300101,2039300105
2103718,2435,2435,PROSPECT AVENUE,2039300101,2039300105
2103719,2434,2434,PROSPECT AVENUE,2039300101,2039300105
2104548,211,211,THROGS NECK EXPRESSWAY,2011800505,2000000
2104553,235,235,THROGS NECK EXPRESSWAY,2013000104,2000000
2104554,232,232,THROGS NECK EXPRESSWAY,2013000102,2000000
2104555,224,224,THROGS NECK EXPRESSWAY,2011800504,2000000
2104559,295,295,THROGS NECK EXPRESSWAY,2013000104,2000000
2104574,280,280,THROGS NECK EXPRESSWAY,2013000102,2000000
2104575,278,278,THROGS NECK EXPRESSWAY,2013000102,2000000
2104626,603,603,EAST  241 STREET,2041400309,2041400314
2104626,605,605,EAST  241 STREET,2041400309,2041400314
2105006,5480,5480,BROADWAY,1030900105,2030900105
3000013,19,19,CADMAN PLAZA EAST,3002100445,3000000
3000069,30,30,CADMAN PLAZA EAST,3002100420,3000000
3000076,25,25,CADMAN PLAZA EAST,3002100322,3000000
3000081,31,31,CADMAN PLAZA EAST,3002100322,3000000
3000214,40,40,CADMAN PLAZA EAST,3002100404,3000000
3000214,58,58,CADMAN PLAZA EAST,3002100404,3000000
